amt,is_fraud,user_id,latitudinal_distance,longitudinal_distance
17.76,0,6,0.202,0.291
31.79,0,9,0.967,0.509
64.52,0,10,0.731,0.089
74.1,0,5,0.077,0.325
54.55,0,5,0.951,0.548
28.24,0,5,0.14,0.133
28.01,0,1,0.325,0.755
60.63,0,1,0.783,0.645
7.42,0,7,0.797,0.856
131.09,0,2,0.776,0.466
250.47,0,1,0.821,0.861
16.33,0,9,0.083,0.773
84.42,0,6,0.485,0.464
12.69,0,1,0.55,0.939
49.49,0,5,0.89,0.224
85.76,0,6,0.012,0.748
6.68,0,10,0.983,0.41
6.11,0,0,0.717,0.531
44.21,0,1,0.12,0.565
22.99,0,1,0.349,0.706
62.62,0,0,0.137,0.531
1.84,0,0,0.783,0.413
7.16,0,0,0.379,0.497
96.81,0,5,0.316,0.903
7.95,0,9,0.144,0.553
8.38,0,9,0.68,0.172
5.77,0,1,0.25,0.588
33.03,0,6,0.525,0.177
44.66,0,10,0.166,0.193
9.7,0,4,0.221,0.14
21.02,0,7,0.637,0.045
53.89,0,0,0.289,0.015
66.98,0,1,0.021,0.415
11.79,0,1,0.043,0.796
106.14,0,1,0.601,0.67
121.09,0,0,0.453,0.421
2.8,0,7,0.825,0.517
3.06,0,0,0.624,0.708
16.82,0,7,0.297,0.269
5.16,0,0,0.222,0.873
8.3,0,0,0.294,0.083
108.6,0,1,0.441,0.457
4.2,0,1,0.572,0.949
90.31,0,6,0.359,0.28
4.7,0,6,0.742,0.686
3.38,0,4,0.377,0.062
93.91,0,3,0.818,0.246
58.01,0,10,0.838,0.573
4.79,0,1,0.533,0.767
2.84,0,5,0.472,0.928
133.85,0,10,0.818,0.94
38.62,0,6,0.671,0.914
3.6,0,0,0.442,0.943
85.39,0,3,0.829,0.148
41.64,0,2,0.892,0.135
3.98,0,7,0.3,0.374
49.93,0,3,0.082,0.736
81.6,0,7,0.599,0.718
139.83,0,5,0.76,0.254
4.67,0,7,0.686,0.395
42.81,0,1,0.503,0.811
95.37,0,5,0.705,0.481
6.94,0,7,0.37,0.262
5.3,0,7,0.608,0.582
101.72,0,3,0.069,0.932
2.11,0,5,0.071,0.498
78.91,0,3,0.164,0.811
24.46,0,7,0.933,0.515
31.46,0,7,0.251,0.088
59.74,0,7,0.798,0.354
57.65,0,2,0.263,0.181
61.56,0,9,0.501,0.097
57.61,0,0,0.739,0.521
77.58,0,3,0.368,0.044
42.7,0,7,0.442,0.603
5.66,0,0,0.085,0.888
50.91,0,9,0.018,0.836
65.29,0,7,0.862,0.272
10.66,0,5,0.012,0.645
81.0,0,6,0.649,0.502
78.13,0,5,0.806,0.587
64.03,0,9,0.647,0.406
87.43,0,4,0.052,0.67
39.78,0,0,0.934,0.053
118.58,0,9,0.941,0.703
35.21,0,10,0.206,0.817
68.16,0,5,0.124,0.844
12.56,0,2,0.804,0.619
18.01,0,1,0.184,0.382
6.14,0,10,0.899,0.025
42.7,0,0,0.422,0.078
1.01,0,7,0.101,0.298
126.67,0,10,0.646,0.409
100.27,0,9,0.514,0.436
18.28,0,0,0.854,0.314
77.24,0,3,0.16,0.615
61.71,0,1,0.619,0.55
4.84,0,0,0.245,0.621
86.24,0,10,0.36,0.551
25.01,0,5,0.135,0.643
7.47,0,1,0.556,0.339
17.55,0,0,0.762,0.485
5.65,0,2,0.843,0.179
23.15,0,0,0.409,0.524
6.33,0,10,0.247,0.456
36.29,0,10,0.324,0.989
75.88,0,3,0.983,0.212
136.81,0,5,0.088,0.771
2.14,0,1,0.668,0.531
9.25,0,7,0.438,0.58
5.25,0,2,0.436,0.404
35.62,0,9,0.715,0.6
20.19,0,0,0.303,0.675
31.77,0,7,0.167,0.8
149.12,0,2,0.698,0.281
104.67,0,0,0.053,0.755
416.92,0,3,0.251,0.248
65.26,0,5,0.104,0.544
62.92,0,1,0.542,0.418
1.23,0,1,0.826,0.056
65.03,0,0,0.15,0.444
7.68,0,1,0.275,0.61
113.31,0,10,0.234,0.796
2.25,0,1,0.123,0.863
1144.9,0,5,0.42,0.784
71.9,0,7,0.446,0.897
7.3,0,0,0.412,0.594
156.15,0,0,0.901,0.552
8.0,0,4,0.584,0.982
20.9,0,7,0.326,0.358
82.66,0,5,0.445,0.868
48.58,0,10,0.211,0.269
52.31,0,7,0.468,0.968
112.48,0,2,0.845,0.759
42.2,0,7,0.155,0.439
72.86,0,10,0.49,0.819
3.21,0,10,0.457,0.187
5.08,0,7,0.427,0.575
279.88,0,10,0.234,0.591
3.34,0,0,0.594,0.298
30.63,0,2,0.811,0.645
4.56,0,0,0.801,0.833
103.19,0,10,0.628,0.74
200.28,0,4,0.656,0.025
26.08,0,7,0.696,0.392
72.08,0,3,0.814,0.538
10.71,0,7,0.156,0.674
37.17,0,1,0.587,0.706
1.49,0,1,0.441,0.411
145.42,0,2,0.951,0.972
95.45,0,1,0.509,0.705
1.41,0,1,0.663,0.498
6.71,0,9,0.784,0.926
4.33,0,7,0.816,0.994
5.72,0,7,0.768,0.847
16.2,0,0,0.839,0.895
547.41,0,3,0.942,0.404
20.03,0,4,0.246,0.871
81.74,0,5,0.952,0.335
101.63,0,7,0.264,0.854
20.22,0,0,0.593,0.736
35.74,0,0,0.245,0.499
11.39,0,9,0.89,0.605
44.91,0,10,0.013,0.869
82.91,0,6,0.944,0.17
111.06,0,5,0.998,0.125
70.84,0,1,0.244,0.105
62.58,0,7,0.577,0.715
60.66,0,1,0.282,0.376
7.2,0,1,0.718,0.851
62.61,0,5,0.392,0.111
168.46,0,10,0.904,0.167
5.35,0,10,0.814,0.561
274.12,0,6,0.405,0.967
2.68,0,4,0.368,0.338
20.15,0,7,0.653,0.712
47.32,0,10,0.521,0.803
47.32,0,2,0.22,0.768
124.12,0,7,0.985,0.526
182.4,0,1,0.064,0.361
43.58,0,5,0.582,0.94
2.08,0,1,0.346,0.421
95.34,0,3,0.905,0.509
6.37,0,9,0.346,0.196
4.1,0,2,0.376,0.952
20.72,0,2,0.51,0.197
84.78,0,9,0.01,0.743
7.09,0,5,0.297,0.699
88.79,0,1,0.568,0.581
4.54,0,1,0.876,0.97
110.08,0,1,0.567,0.597
26.75,0,1,0.814,0.276
9.97,0,10,0.138,0.664
62.69,0,10,0.41,0.169
46.72,0,5,0.668,0.966
2.89,0,7,0.044,0.191
68.94,0,0,0.027,0.2
51.14,0,6,0.86,0.886
11.59,0,7,0.231,0.755
7.73,0,1,0.625,0.663
2.53,0,7,0.785,0.356
11.04,0,5,0.431,0.849
6.39,0,0,0.085,0.705
4.6,0,9,0.452,0.389
68.84,0,0,0.016,0.713
2.36,0,0,0.677,0.168
19.38,0,2,0.484,0.811
5.83,0,10,0.397,0.715
19.36,0,7,0.096,0.241
4.32,0,7,0.141,0.717
15.32,0,0,0.95,0.143
6.57,0,2,0.145,0.813
15.31,0,6,0.57,0.145
3.84,0,10,0.031,0.514
8.04,0,0,0.912,0.491
5.84,0,10,0.875,0.754
4.23,0,7,0.905,0.321
8.77,0,10,0.852,0.772
100.92,0,9,0.912,0.074
32.77,0,6,0.69,0.488
60.01,0,6,0.805,0.283
98.39,0,2,0.14,0.556
10.97,0,7,0.378,0.384
120.72,0,7,0.506,0.316
6.17,0,0,0.94,0.827
7.89,0,1,0.189,0.59
58.38,0,3,0.324,0.651
120.38,0,1,0.785,0.38
185.36,0,7,0.227,0.434
1.55,0,0,0.049,0.647
3.82,0,1,0.857,0.835
109.59,0,1,0.304,0.355
7.76,0,2,0.931,0.041
60.89,0,7,0.076,0.776
338.88,0,5,0.792,0.706
128.47,0,7,0.768,0.691
41.72,0,0,0.148,0.492
44.22,0,9,0.009,0.94
1.53,0,5,0.627,0.498
20.65,0,7,0.119,0.676
4.17,0,9,0.559,0.046
58.25,0,3,0.736,0.531
306.48,0,2,0.234,0.51
35.08,0,5,0.162,0.235
12.31,0,7,0.882,0.332
45.81,0,7,0.946,0.642
71.13,0,0,0.866,0.087
42.95,0,1,0.809,0.259
588.21,0,7,0.974,0.489
94.76,0,6,0.334,0.446
122.9,0,5,0.588,0.9
59.97,0,5,0.847,0.266
475.99,0,4,0.237,0.396
8.37,0,7,0.177,0.522
60.13,0,1,0.639,0.171
180.01,0,7,0.751,0.672
9.64,0,9,0.228,0.209
108.85,0,5,0.101,0.629
26.46,0,0,0.904,0.658
42.18,0,2,0.925,0.844
1.18,0,2,0.581,0.094
132.07,0,1,0.847,0.072
87.55,0,1,0.603,0.038
28.92,0,6,0.718,0.283
8.84,0,0,0.552,0.399
6.99,0,9,0.068,0.494
40.88,0,0,0.891,0.606
1.19,0,7,0.943,0.93
3.22,0,9,0.751,0.871
130.15,0,7,0.112,0.399
9.46,0,4,0.101,0.872
6.52,0,1,0.94,0.174
69.01,0,1,0.853,0.181
85.07,0,3,0.592,0.028
5.21,0,1,0.754,0.532
2.53,0,0,0.166,0.18
34.53,0,1,0.238,0.093
88.27,0,4,0.245,0.216
13.5,0,1,0.725,0.966
92.48,0,6,0.456,0.807
6.98,0,1,0.534,0.1
224.75,0,0,0.683,0.151
35.15,0,1,0.796,0.688
39.34,0,5,0.797,0.472
31.23,0,7,0.165,0.303
121.78,0,0,0.35,0.066
12.08,0,6,0.133,0.218
22.82,0,7,0.397,0.587
500.29,0,3,0.642,0.385
97.79,0,2,0.852,0.087
2.6,0,5,0.793,0.897
76.03,0,1,0.158,0.509
97.72,0,1,0.585,0.216
50.77,0,0,0.024,0.433
16.61,0,7,0.8,0.395
164.22,0,5,0.907,0.053
34.66,0,3,0.571,0.84
6.54,0,10,0.241,0.558
29.33,0,5,0.909,0.112
64.45,0,10,0.315,0.263
7.67,0,7,0.534,0.991
416.69,0,10,0.603,0.983
48.17,0,5,0.508,0.575
78.04,0,3,0.094,0.414
12.05,0,5,0.045,0.624
148.88,0,7,0.965,0.398
58.07,0,7,0.811,0.837
3.11,0,6,0.449,0.167
130.59,0,7,0.18,0.452
6.55,0,1,0.991,0.227
58.57,0,1,0.779,0.445
4.0,0,4,0.604,0.479
50.74,0,10,0.781,0.535
1.74,0,6,0.995,0.389
135.08,0,0,0.624,0.056
4.3,0,1,0.882,0.798
85.86,0,1,0.84,0.063
83.59,0,1,0.022,0.857
14.01,0,9,0.964,0.741
50.3,0,0,0.011,0.552
124.14,0,5,0.893,0.913
67.76,0,9,0.628,0.423
103.98,0,7,0.511,0.771
162.51,0,9,0.199,0.443
17.78,0,6,0.585,0.059
6.28,0,5,0.931,0.863
80.95,0,4,0.7,0.378
107.24,0,2,0.791,0.298
76.03,0,6,0.215,0.36
434.2,0,7,0.133,0.767
5.16,0,1,0.358,0.053
102.51,0,0,0.651,0.377
15.06,0,1,0.677,0.179
47.87,0,3,0.289,0.524
76.34,0,1,0.344,0.739
2.79,0,10,0.716,0.172
65.27,0,3,0.042,0.024
3.19,0,1,0.833,0.37
32.97,0,0,0.952,0.551
28.72,0,9,0.905,0.615
4.8,0,1,0.715,0.854
8.17,0,2,0.124,0.923
20.31,0,10,0.985,0.62
1.71,0,9,0.709,0.545
56.95,0,5,0.416,0.364
55.34,0,5,0.564,0.187
9.03,0,10,0.489,0.84
69.42,0,3,0.567,0.045
3.34,0,10,0.151,0.924
40.69,0,1,0.671,0.044
8.27,0,5,0.31,0.497
26.16,0,0,0.502,0.318
7.28,0,0,0.578,0.605
2.52,0,4,0.075,0.343
10.31,0,5,0.732,0.467
4.45,0,7,0.31,0.396
12.54,0,0,0.263,0.698
6.01,0,1,0.736,0.674
52.33,0,2,0.677,0.831
19.29,0,10,0.829,0.045
51.06,0,3,0.34,0.885
3.88,0,7,0.952,0.822
86.2,0,5,0.474,0.367
158.14,0,0,0.433,0.234
28.47,0,5,0.619,0.888
12.29,0,4,0.044,0.854
5.0,0,5,0.248,0.471
9.85,0,10,0.414,0.275
81.43,0,4,0.4,0.392
65.62,0,6,0.291,0.709
22.69,0,9,0.234,0.701
5.86,0,10,0.006,0.982
2.42,0,1,0.133,0.762
78.59,0,0,0.662,0.693
147.69,0,3,0.581,0.929
57.44,0,1,0.763,0.947
14.35,0,0,0.407,0.784
5.26,0,5,0.118,0.64
12.39,0,0,0.329,0.143
12.29,0,0,0.315,0.424
6.2,0,6,0.841,0.803
18.95,0,7,0.426,0.623
152.98,0,6,0.968,0.046
15.73,0,5,0.34,0.387
29.19,0,5,0.97,0.124
31.33,0,7,0.017,0.581
56.49,0,0,0.445,0.613
5.02,0,7,0.989,0.262
3.91,0,9,0.92,0.904
17.91,0,2,0.37,0.653
80.96,0,9,0.177,0.591
40.97,0,5,0.214,0.046
127.55,0,2,0.847,0.666
6.49,0,7,0.294,0.992
1.42,0,2,0.234,0.363
3.42,0,7,0.847,0.077
64.31,0,7,0.564,0.94
53.83,0,5,0.012,0.051
72.14,0,1,0.644,0.543
127.33,0,0,0.323,0.628
46.61,0,5,0.744,0.685
11.96,0,7,0.88,0.856
67.41,0,5,0.957,0.824
116.37,0,1,0.073,0.36
2.17,0,10,0.072,0.564
141.42,0,1,0.307,0.256
60.15,0,1,0.65,0.753
26.32,0,5,0.254,0.522
4.87,0,0,0.326,0.214
8.12,0,7,0.777,0.575
121.17,0,2,0.848,0.769
40.45,0,7,0.062,0.393
82.77,0,10,0.309,0.321
66.85,0,1,0.126,0.13
70.81,0,10,0.666,0.456
148.41,0,7,0.195,0.525
9.68,0,1,0.354,0.562
13.7,0,0,0.695,0.192
199.37,0,7,0.509,0.234
5.69,0,10,0.465,0.528
10.55,0,0,0.666,0.24
63.58,0,2,0.689,0.001
45.91,0,10,0.151,0.063
52.57,0,10,0.648,0.499
6.23,0,5,0.046,0.207
47.85,0,10,0.857,0.784
155.79,0,4,0.045,0.51
29.22,0,0,0.782,0.479
24.74,0,0,0.083,0.638
165.2,0,7,0.358,0.069
201.55,0,10,0.472,0.922
73.89,0,10,0.918,0.785
9.55,0,0,0.557,0.503
25.13,0,1,0.864,0.976
84.78,0,1,0.836,0.228
8.44,0,7,0.262,0.859
77.46,0,4,0.575,0.508
136.93,0,5,0.627,0.628
57.19,0,10,0.972,0.322
87.04,0,0,0.502,0.088
83.89,0,3,0.723,0.609
4.57,0,5,0.38,0.818
90.6,0,0,0.702,0.421
26.13,0,0,0.778,0.759
1.24,0,0,0.603,0.785
47.02,0,7,0.711,0.294
42.46,0,3,0.388,0.652
11.6,0,0,0.548,0.317
200.83,0,0,0.704,0.417
3.48,0,0,0.203,0.022
72.64,0,3,0.07,0.037
116.1,0,1,0.441,0.75
9.11,0,1,0.379,0.176
49.82,0,4,0.06,0.554
10.16,0,1,0.712,0.507
164.07,0,7,0.627,0.188
23.19,0,1,0.499,0.785
37.61,0,7,0.48,0.055
50.14,0,3,0.72,0.93
10.6,0,0,0.577,0.312
7.27,0,0,0.395,0.166
2.36,0,9,0.454,0.056
64.85,0,5,0.341,0.384
9.03,0,10,0.713,0.225
85.75,0,7,0.757,0.682
607.75,0,1,0.656,0.406
83.78,0,7,0.294,0.764
86.35,0,4,0.125,0.082
48.09,0,10,0.547,0.033
2.05,0,1,0.647,0.89
75.8,0,1,0.996,0.667
13.54,0,10,0.05,0.826
3.41,0,0,0.862,0.342
91.73,0,10,0.957,0.297
39.53,0,6,0.802,0.138
4.85,0,2,0.678,0.181
37.28,0,7,0.469,0.157
9.75,0,7,0.562,0.974
2.92,0,1,0.859,0.814
5.39,0,5,0.869,0.008
14.93,0,1,0.719,0.628
73.68,0,9,0.175,0.375
83.38,0,5,0.638,0.819
3.86,0,1,0.064,0.961
56.72,0,1,0.044,0.304
4.46,0,6,0.976,0.068
135.7,0,10,0.586,0.356
47.0,0,4,0.801,0.609
104.34,0,10,0.323,0.178
61.37,0,1,0.378,0.764
8.29,0,7,0.338,0.056
5.62,0,10,0.707,0.332
2.07,0,7,0.013,0.514
67.95,0,7,0.063,0.002
76.45,0,10,0.175,0.915
86.6,0,0,0.844,0.623
42.81,0,0,0.948,0.905
14.35,0,10,0.592,0.084
2.29,0,1,0.625,0.689
85.16,0,3,0.147,0.505
52.35,0,1,0.755,0.667
31.45,0,0,0.949,0.712
11.38,0,9,0.142,0.684
37.11,0,2,0.999,0.844
91.37,0,0,0.022,0.477
57.14,0,10,0.68,0.764
73.19,0,3,0.774,0.409
3.71,0,9,0.968,0.12
330.48,0,6,0.823,0.299
111.1,0,1,0.354,0.296
6.75,0,10,0.178,0.988
11.75,0,2,0.757,0.984
6.14,0,0,0.136,0.521
30.95,0,5,0.034,0.227
1.72,0,4,0.864,0.005
29.57,0,2,0.312,0.622
14.34,0,7,0.159,0.957
8.38,0,7,0.129,0.807
18.56,0,10,0.818,0.047
81.26,0,3,0.582,0.195
66.93,0,0,0.883,0.567
132.64,0,3,0.195,0.478
6.03,0,9,0.219,0.214
78.09,0,0,0.125,0.119
103.36,0,4,0.067,0.955
1.62,0,4,0.785,0.65
3.46,0,10,0.46,0.243
117.6,0,0,0.866,0.193
62.4,0,0,0.396,0.861
53.51,0,5,0.683,0.353
5.4,0,4,0.176,0.769
17.93,0,2,0.967,0.16
84.42,0,0,0.683,0.018
155.02,0,7,0.735,0.563
8.87,0,10,0.956,0.063
30.18,0,7,0.581,0.696
22.33,0,1,0.782,0.5
43.25,0,0,0.226,0.195
21.23,0,4,0.768,0.443
22.7,0,0,0.639,0.507
82.32,0,4,0.67,0.231
25.54,0,10,0.167,0.204
28.02,0,10,0.464,0.105
13.17,1,0,0.428,0.086
11.74,1,0,0.348,0.972
5.56,0,10,0.129,0.684
2.04,0,5,0.211,0.05
3.0,0,1,0.395,0.543
154.33,0,7,0.962,0.196
155.93,0,2,0.206,0.459
81.07,0,7,0.761,0.541
52.59,0,7,0.14,0.007
6.38,0,5,0.761,0.395
19.16,1,0,0.92,0.641
60.94,0,7,0.091,0.758
117.67,0,1,0.095,0.717
52.46,0,9,0.398,0.093
6.71,0,7,0.219,0.16
61.42,0,4,0.23,0.756
95.24,0,1,0.423,0.854
1.88,0,10,0.07,0.471
55.26,0,7,0.026,0.573
117.71,0,1,0.246,0.072
20.99,0,1,0.197,0.26
9.77,0,9,0.44,0.05
124.69,0,7,0.082,0.504
42.03,0,4,0.468,0.614
62.95,0,10,0.585,0.892
20.41,0,7,0.882,0.239
7.71,0,9,0.265,0.441
25.51,0,7,0.729,0.088
1.27,0,4,0.3,0.055
2.14,0,6,0.57,0.803
5.08,0,10,0.34,0.194
66.23,0,3,0.577,0.212
27.9,0,5,0.49,0.411
79.47,0,6,0.405,0.273
14.58,0,6,0.363,0.71
830.06,1,0,0.266,0.921
261.79,1,0,0.801,0.445
594.09,1,0,0.536,0.791
130.08,1,0,0.135,0.016
20.41,1,0,0.872,0.798
19.23,1,0,0.009,0.232
66.08,0,4,0.603,0.027
119.05,0,2,0.834,0.974
11.46,0,1,0.342,0.055
54.39,0,0,0.752,0.734
212.31,0,5,0.554,0.386
136.99,0,3,0.661,0.062
42.43,0,1,0.72,0.962
61.5,0,1,0.533,0.136
5.89,0,7,0.997,0.308
61.18,0,5,0.647,0.336
120.15,0,5,0.493,0.14
75.61,0,5,0.011,0.533
130.24,0,3,0.183,0.096
104.4,0,1,0.599,0.127
1.61,0,1,0.573,0.182
5.42,0,5,0.385,0.447
15.61,0,7,0.797,0.911
52.53,0,7,0.659,0.643
25.71,0,10,0.41,0.469
8.42,0,4,0.898,0.824
39.71,0,10,0.653,0.471
44.41,0,7,0.754,0.745
46.05,0,7,0.894,0.364
43.27,0,4,0.227,0.118
5.83,0,6,0.635,0.51
4.25,0,9,0.834,0.41
70.93,0,7,0.478,0.224
80.42,0,7,0.03,0.247
81.63,0,1,0.421,0.781
46.81,0,1,0.014,0.019
83.66,0,1,0.074,0.201
87.84,0,0,0.741,0.131
1.29,0,5,0.125,0.541
168.82,0,1,0.114,0.259
200.46,0,9,0.231,0.018
80.52,0,3,0.327,0.211
3.88,0,1,0.604,0.064
56.42,0,3,0.934,0.382
14.17,0,9,0.292,0.007
4.26,0,9,0.112,0.236
110.38,0,10,0.137,0.347
52.71,0,0,0.533,0.14
107.8,0,0,0.386,0.774
3.37,0,4,0.8,0.628
53.23,0,7,0.715,0.855
13.45,0,1,0.967,0.38
71.96,0,1,0.055,0.93
8.74,0,6,0.603,0.85
5.16,0,9,0.724,0.887
43.17,0,7,0.637,0.002
29.12,0,1,0.61,0.897
55.55,0,5,0.54,0.447
5.28,0,1,0.974,0.336
3.9,0,1,0.563,0.522
83.86,0,4,0.777,0.752
18.19,0,1,0.832,0.146
74.24,0,7,0.657,0.018
141.56,0,0,0.119,0.068
7.76,0,2,0.011,0.14
36.43,0,5,0.34,0.364
119.5,0,5,0.617,0.106
39.55,0,4,0.471,0.376
47.08,0,0,0.608,0.211
44.51,0,1,0.295,0.498
109.66,0,0,0.291,0.529
84.9,0,7,0.822,0.526
112.01,0,3,0.767,0.142
7.06,0,10,0.431,0.552
70.96,0,10,0.59,0.732
22.6,0,1,0.132,0.134
3.33,0,7,0.864,0.476
91.34,0,5,0.529,0.67
52.44,0,3,0.544,0.418
16.54,0,0,0.382,0.892
36.93,0,1,0.177,0.9
63.24,0,7,0.764,0.33
22.29,0,10,0.466,0.409
204.68,0,0,0.446,0.757
34.55,0,2,0.843,0.852
6.8,0,5,0.736,0.42
74.86,0,4,0.785,0.987
58.46,0,9,0.714,0.545
17.66,0,7,0.391,0.097
83.12,0,0,0.995,0.887
12.65,0,2,0.075,0.82
3.5,0,7,0.163,0.63
161.68,0,1,0.622,0.015
1.84,0,7,0.692,0.434
103.37,0,4,0.741,0.8
66.94,0,10,0.24,0.452
7.78,0,10,0.558,0.459
93.42,0,10,0.985,0.855
50.04,0,1,0.315,0.302
55.15,0,6,0.934,0.943
43.74,0,1,0.267,0.523
2.83,0,1,0.872,0.674
5.99,0,6,0.276,0.117
99.44,0,1,0.022,0.069
40.14,0,10,0.562,0.678
15.31,0,10,0.838,0.478
65.71,0,0,0.301,0.17
7.73,0,6,0.449,0.728
59.36,0,1,0.11,0.168
114.09,0,2,0.156,0.955
70.81,0,9,0.451,0.744
10.17,0,7,1.0,0.974
124.44,0,1,0.714,0.238
100.44,0,10,0.885,0.677
15.46,0,5,0.525,0.49
9.63,0,0,0.183,0.068
169.78,0,2,0.584,0.022
5.53,0,5,0.346,0.507
8.87,0,5,0.873,0.491
9.71,0,10,0.378,0.445
