amt,is_fraud,user_id,latitudinal_distance,longitudinal_distance
95.23,0,15,0.448,0.143
56.41,0,25,0.094,0.85
94.62,0,28,0.228,0.609
11.19,0,22,0.082,0.063
94.2,0,1,0.771,0.295
221.81,0,22,0.85,0.422
133.1,0,40,0.844,0.754
15.49,0,19,0.073,0.653
41.81,0,38,0.958,0.83
6.92,0,19,0.813,0.42
50.72,0,19,0.41,0.657
78.43,0,32,0.877,0.702
127.57,0,18,0.282,0.767
8.87,0,7,0.509,0.839
5.24,0,33,0.744,0.493
74.06,0,35,0.864,0.288
50.15,0,10,0.838,0.217
32.53,0,16,0.874,0.036
118.43,0,40,0.406,0.689
75.98,0,14,0.731,0.087
72.42,0,17,0.129,0.665
131.29,0,24,0.77,0.952
74.8,0,29,0.927,0.07
260.98,0,12,0.344,0.015
77.45,0,39,0.434,0.229
59.43,0,18,0.507,0.879
143.22,0,25,0.305,0.062
167.57,0,7,0.867,0.426
6.21,0,15,0.638,0.937
1.61,0,38,0.041,0.362
4.58,0,18,0.207,0.84
103.3,0,36,0.658,0.06
43.08,0,21,0.868,0.142
76.68,0,32,0.407,0.274
1.44,0,40,0.664,0.154
56.9,0,38,0.242,0.832
98.77,0,7,0.519,0.544
43.75,0,19,0.479,0.226
30.11,0,5,0.35,0.987
84.51,0,12,0.195,0.33
78.03,0,5,0.629,0.194
103.95,0,31,0.177,0.628
1.22,0,14,0.114,0.861
99.32,0,3,0.254,0.701
1.68,0,7,0.972,0.201
52.98,0,32,0.036,0.664
65.79,0,15,0.508,0.875
70.28,0,14,0.632,0.092
58.48,0,12,0.942,0.199
2.33,0,15,0.898,0.684
4.78,0,17,0.516,0.288
117.11,0,0,0.328,0.578
10.27,0,30,0.562,0.935
52.73,0,35,0.254,0.171
29.58,0,17,0.465,0.158
5.0,0,18,0.672,0.002
12.77,0,17,0.097,0.213
149.89,0,15,0.963,0.587
82.97,0,15,0.452,0.384
58.28,0,29,0.301,0.596
75.58,0,29,0.58,0.568
71.07,0,17,0.539,0.869
121.37,0,36,0.975,0.64
1.81,0,19,0.725,0.328
11.68,0,19,0.584,0.914
15.45,0,32,0.42,0.754
9.84,0,38,0.729,0.879
77.27,0,3,0.304,0.052
148.25,0,35,0.728,0.567
78.55,0,29,0.976,0.853
62.56,0,24,0.408,0.146
86.7,0,25,0.725,0.238
2.75,0,32,0.296,0.294
16.91,0,38,0.49,0.271
26.74,0,0,0.593,0.081
214.77,0,30,0.829,0.808
11.03,0,22,0.069,0.586
1.08,0,2,0.242,0.221
54.61,0,38,0.164,0.068
57.62,0,29,0.255,1.0
9.82,0,19,0.099,0.309
105.2,0,0,0.69,0.342
45.75,0,39,0.633,0.503
30.6,0,19,0.617,0.986
94.41,0,39,0.364,0.139
7.17,0,14,0.528,0.882
58.69,0,32,0.734,0.07
79.52,0,22,0.534,0.26
105.37,0,35,0.405,0.88
5.1,0,35,0.996,0.867
37.49,0,19,0.879,0.489
24.83,0,38,0.51,0.432
118.43,0,30,0.587,0.235
9.41,0,17,0.968,0.058
41.58,0,18,0.973,0.421
1.19,0,14,0.07,0.681
107.52,0,24,0.657,0.714
238.54,0,24,0.553,0.849
15.95,0,14,0.4,0.776
30.33,0,16,0.687,0.89
18.43,0,22,0.648,0.077
61.54,0,19,0.089,0.882
109.9,0,6,0.602,0.888
8.6,0,24,0.506,0.318
87.82,0,18,0.033,0.534
92.53,0,29,0.923,0.431
53.33,0,2,0.602,0.688
41.33,0,7,0.127,0.165
27.78,0,22,0.399,0.701
140.59,0,10,0.546,0.506
5.76,0,17,0.431,0.488
69.22,0,10,0.643,0.085
90.37,0,19,0.16,0.218
91.6,0,22,0.586,0.368
59.03,0,24,0.889,0.519
4.98,0,0,0.127,0.017
3.81,0,24,0.16,0.252
26.13,0,18,0.825,0.307
18.25,0,19,0.487,0.367
8.96,0,38,0.847,0.907
8.55,0,28,0.051,0.033
30.66,0,40,0.302,0.184
70.24,0,6,0.546,0.735
101.67,0,37,0.821,0.113
3.69,0,6,0.844,0.726
14.9,0,24,0.834,0.56
74.02,0,38,0.588,0.22
73.47,0,18,0.256,0.029
3.74,0,2,0.72,0.268
34.55,0,10,0.704,0.758
67.03,0,32,0.846,0.076
3.46,0,7,0.738,0.031
9.37,0,4,0.503,0.068
92.85,0,37,0.107,0.916
625.07,0,7,0.307,0.503
90.35,0,28,0.421,0.105
448.65,0,22,0.579,0.631
54.21,0,28,0.527,0.002
124.14,0,15,0.878,0.472
11.98,0,24,0.904,0.91
75.91,0,15,0.371,0.084
71.13,0,32,0.305,0.097
107.54,0,28,0.598,0.939
116.79,0,29,0.578,0.421
87.3,0,16,0.364,0.853
59.24,0,29,0.959,0.55
1.37,0,14,0.431,0.449
50.11,0,29,0.179,0.644
85.54,0,35,0.896,0.313
63.4,0,28,0.121,0.678
116.0,0,28,0.427,0.526
102.47,0,0,0.844,0.517
108.04,0,28,0.071,0.065
91.57,0,5,0.968,0.981
9.6,0,33,0.301,0.557
10.64,0,19,0.402,0.008
54.7,0,16,0.109,0.098
28.19,0,10,0.223,0.071
5.32,0,38,0.03,0.46
12.42,0,21,0.007,0.904
2.48,0,10,0.767,0.132
142.01,0,14,0.355,0.728
4.37,0,28,0.632,0.197
2.44,0,24,0.03,0.857
14.1,0,19,0.393,0.855
5.99,0,22,0.729,0.838
3.3,0,32,0.414,0.748
32.77,0,18,0.96,0.624
63.34,0,25,0.824,0.597
163.3,0,24,0.416,0.693
57.75,0,15,0.812,0.999
27.5,0,31,0.326,0.484
94.09,0,27,0.806,0.142
202.63,0,38,0.258,0.292
8.2,0,40,0.401,0.138
63.59,0,24,0.287,0.095
2.13,0,24,0.755,0.281
4.14,0,33,0.311,0.586
100.31,0,22,0.872,0.122
38.7,0,22,0.133,0.816
64.03,0,5,0.156,0.094
51.31,0,22,0.648,0.547
54.02,0,36,0.227,0.052
7.07,0,19,0.925,0.061
128.86,0,35,0.669,0.126
77.08,0,40,0.918,0.726
88.19,0,36,0.94,0.788
2.37,0,33,0.863,0.913
104.17,0,32,0.919,0.507
13.77,0,24,0.864,0.07
143.87,0,33,0.108,0.986
51.17,0,14,0.706,0.585
47.17,0,33,0.578,0.543
56.14,0,19,0.095,0.219
19.04,0,32,0.299,0.583
182.57,0,22,0.764,0.951
53.9,0,30,0.017,0.771
94.41,0,33,0.524,0.092
1.38,0,14,0.694,0.561
107.42,0,35,0.744,0.868
5.34,0,5,0.854,0.422
105.79,0,30,0.2,0.725
72.08,0,25,0.404,0.261
209.93,0,24,0.298,0.532
219.45,0,22,0.14,0.979
188.12,0,24,0.313,0.988
127.93,0,25,0.329,0.463
55.71,0,28,0.028,0.457
83.8,0,1,0.942,0.831
66.93,0,37,0.328,0.146
4.52,0,15,0.592,0.816
48.96,0,17,0.542,0.815
119.05,0,29,0.774,0.013
1.79,0,35,0.529,0.747
40.4,0,9,0.117,0.646
52.18,0,12,0.962,0.131
88.52,0,28,0.635,0.023
36.08,0,32,0.803,0.707
8.58,0,14,0.621,0.413
8.68,0,30,0.422,0.266
60.7,0,18,0.104,0.79
13.51,0,18,0.073,0.245
67.58,0,24,0.992,0.039
14.31,0,33,0.229,0.798
126.74,0,28,0.8,0.16
570.02,0,10,0.03,0.889
46.65,0,38,0.401,0.297
72.9,0,19,0.347,0.778
6.56,0,27,0.819,0.459
6.49,0,14,0.984,0.477
77.47,0,32,0.549,0.842
105.47,0,39,0.651,0.904
536.53,0,29,0.495,0.945
81.49,0,33,0.852,0.689
17.45,0,17,0.538,0.258
72.86,0,36,0.769,0.776
132.5,0,40,0.701,0.069
204.15,0,0,0.965,0.474
2.31,0,32,0.631,0.392
14.76,0,33,0.511,0.942
45.83,0,33,0.534,0.887
76.2,0,19,0.118,0.793
13.43,0,35,0.617,0.833
56.63,0,15,0.238,0.461
72.89,0,16,0.231,0.286
81.18,0,40,0.13,0.578
108.7,0,35,0.034,0.6
21.5,0,14,0.804,0.069
15.11,0,38,0.452,0.437
15.95,0,38,0.48,0.586
4.82,0,32,0.224,0.364
63.94,0,14,0.965,0.044
123.52,0,38,0.248,0.272
7.24,0,40,0.358,0.019
46.45,0,19,0.349,0.245
1.18,0,17,0.079,0.082
113.91,0,38,0.916,0.896
51.43,0,37,0.102,0.205
123.43,0,25,0.104,0.977
120.08,0,21,0.976,0.199
50.62,0,36,0.159,0.184
3.3,0,19,0.591,0.623
37.93,0,39,0.842,0.046
12.12,0,19,0.469,0.38
148.43,0,33,0.933,0.482
111.44,0,21,0.265,0.034
70.22,0,3,0.464,0.952
19.9,0,38,0.019,0.034
137.45,0,24,0.714,0.716
4.69,0,38,0.306,0.095
116.2,0,24,0.553,0.965
128.88,0,22,0.912,0.801
26.84,0,10,0.765,0.649
254.59,0,18,0.104,0.647
140.66,0,2,0.558,0.49
113.22,0,2,0.878,0.593
75.65,0,30,0.049,0.87
90.72,0,1,0.767,0.806
89.32,0,1,0.154,0.661
137.47,0,4,0.53,0.577
5.6,0,17,0.258,0.338
144.45,0,40,0.278,0.031
33.52,0,14,0.313,0.129
118.1,0,22,0.464,0.803
5.98,0,39,0.539,0.58
79.45,0,15,0.311,0.581
52.75,0,32,0.381,0.71
82.92,0,25,0.04,0.768
38.25,0,1,0.981,0.514
34.5,0,28,0.796,0.86
36.52,0,24,0.705,0.113
3.75,0,7,0.451,0.599
9.4,0,21,0.748,0.564
137.91,0,29,0.142,0.617
21.6,0,26,0.609,0.731
130.99,0,36,0.815,0.427
77.27,0,1,0.432,0.66
34.48,0,33,0.428,0.487
101.49,0,28,0.594,0.404
64.31,0,0,0.444,0.864
324.23,0,28,0.891,0.303
38.75,0,24,0.799,0.214
6.0,0,19,0.886,0.324
107.38,0,29,0.039,0.515
93.85,0,12,0.049,0.773
93.31,0,36,0.997,0.441
70.26,0,19,0.862,0.387
90.17,0,3,0.185,0.88
30.75,0,22,0.393,0.056
54.28,0,14,0.672,0.032
32.88,0,32,0.897,0.966
222.5,0,22,0.664,0.219
9.99,0,17,0.92,0.489
51.3,0,12,0.565,0.049
38.39,0,22,0.857,0.83
12.95,0,1,0.287,0.14
19.2,0,38,0.291,0.155
94.93,0,32,0.538,0.984
8.39,0,24,0.883,0.073
8.56,0,28,0.274,0.002
77.19,0,24,0.635,0.71
21.5,0,7,0.289,0.737
13.36,0,14,0.184,0.612
45.04,0,21,0.583,0.184
5.32,0,28,0.958,0.533
2.22,0,19,0.256,0.722
156.31,0,24,0.848,0.611
23.37,0,28,0.792,0.978
5.37,0,7,0.433,0.951
179.13,0,28,0.983,0.748
8.61,0,24,0.601,0.683
4.46,0,30,0.066,0.823
19.85,0,40,0.64,0.081
14.09,0,33,0.718,0.691
3.88,0,24,0.702,0.473
221.08,0,28,0.562,0.16
77.97,0,23,0.888,0.261
56.24,0,39,0.486,0.305
35.69,0,32,0.11,0.961
17.09,0,40,0.402,0.677
2.69,0,15,0.948,0.192
80.41,0,25,0.87,0.771
6.34,0,32,0.038,0.746
39.0,0,10,0.731,0.967
55.0,0,4,0.246,0.59
126.99,0,22,0.344,0.485
218.73,0,6,0.479,0.089
156.46,0,35,0.032,0.429
87.93,0,25,0.102,0.205
30.94,0,18,0.027,0.414
152.57,0,17,0.479,0.143
79.61,0,16,0.545,0.818
6.35,0,4,0.597,0.498
153.0,0,22,0.509,0.742
13.91,0,5,0.487,0.486
200.77,0,0,0.337,0.333
19.38,0,40,0.354,0.748
81.48,0,0,0.59,0.465
76.25,0,14,0.207,0.246
4.99,0,10,0.587,0.92
63.75,0,19,0.26,0.316
63.06,0,30,0.545,0.359
63.22,0,35,0.706,0.954
32.5,0,36,0.304,0.406
16.06,0,40,0.929,0.188
115.13,0,15,0.365,0.168
119.91,0,36,0.731,0.912
130.35,0,7,0.938,0.872
40.24,0,2,0.769,0.81
134.81,0,10,0.973,0.091
43.94,0,10,0.065,0.572
76.33,0,0,0.721,0.13
124.74,0,40,0.962,0.066
163.16,0,40,0.833,0.891
137.69,0,7,0.849,0.525
35.31,0,28,0.347,0.428
28.75,0,19,0.801,0.187
71.15,0,3,0.637,0.1
1.2,0,24,0.658,0.385
56.27,0,24,0.685,0.11
130.59,0,29,0.698,0.751
206.96,0,15,0.648,0.836
2.36,0,32,0.4,0.705
32.06,0,22,0.115,0.964
83.75,0,23,0.903,0.447
136.14,0,38,0.613,0.054
82.5,0,25,0.683,0.174
41.21,0,27,0.539,0.465
6.85,0,28,0.663,0.431
10.66,0,38,0.857,0.595
2.15,0,33,0.823,0.1
49.39,0,32,0.454,0.628
13.59,0,40,0.565,0.255
69.24,0,29,0.478,0.893
1.17,0,38,0.296,0.06
52.47,0,0,0.781,0.109
11.15,0,18,0.061,0.401
82.17,0,32,0.745,0.008
66.39,0,32,0.761,0.603
85.23,0,30,0.657,0.418
71.49,0,18,0.713,0.285
450.11,0,37,0.638,0.815
67.82,0,18,0.278,0.769
55.79,0,1,0.384,0.553
57.49,0,16,0.763,0.424
2.53,0,32,0.402,0.695
63.53,0,1,0.842,0.805
35.59,0,10,0.578,0.567
130.53,0,5,0.436,0.44
50.29,0,10,0.389,0.732
9.25,0,40,0.631,0.094
1.87,0,15,0.972,0.905
51.75,0,32,0.627,0.408
2.39,0,39,0.746,0.786
145.17,0,15,0.816,0.575
108.18,0,28,0.278,0.83
89.87,0,38,0.769,0.17
4.39,0,15,0.011,0.339
3.39,0,2,0.094,0.364
4.1,0,24,0.59,0.733
74.17,0,25,0.693,0.911
21.2,0,33,0.439,0.06
5.09,0,32,0.697,0.971
38.68,0,38,0.489,0.278
25.59,0,24,0.345,0.161
42.94,0,38,0.052,0.64
27.01,0,26,0.466,0.219
9.61,0,14,0.161,0.706
81.61,0,29,0.541,0.822
1.76,0,5,0.975,0.92
73.38,0,30,0.574,0.678
30.93,0,7,0.942,0.758
33.45,0,32,0.712,0.688
80.18,0,16,0.082,0.715
65.75,0,1,0.002,0.117
1.55,0,38,0.488,0.629
6.74,0,28,0.485,0.45
5.44,0,38,0.701,0.767
12.7,0,18,0.244,0.225
43.04,0,16,0.416,0.686
101.91,0,17,0.41,0.537
22.78,0,38,0.239,0.247
2.59,0,32,0.87,0.317
189.88,0,22,0.733,0.185
28.46,0,38,0.087,0.936
61.05,0,7,0.757,0.383
76.18,0,16,0.027,0.899
9.14,0,40,0.516,0.779
6.49,0,22,0.906,0.591
1.9,0,0,0.157,0.243
47.71,0,6,0.479,0.581
74.63,0,28,0.811,0.463
155.36,0,29,0.626,0.281
78.16,0,28,0.642,0.545
7.41,0,10,0.512,0.687
68.04,0,32,0.652,0.944
58.41,0,2,0.702,0.125
87.25,0,3,0.591,0.387
5.55,0,28,0.852,0.044
45.75,0,28,0.295,0.676
2.64,0,31,0.638,0.997
48.39,0,28,0.164,0.596
77.26,0,33,0.474,0.718
1.15,0,4,0.258,0.496
40.07,0,29,0.726,0.763
9.69,0,2,0.455,0.581
35.8,0,5,0.66,0.621
61.92,0,28,0.11,0.303
1.08,0,40,0.543,0.223
3.09,0,40,0.052,0.638
15.17,0,40,0.339,0.52
4.11,0,35,0.73,0.846
51.87,0,26,0.059,0.107
35.46,0,24,0.687,0.214
8.02,0,32,0.172,0.997
152.73,0,25,0.669,0.398
19.19,0,32,0.287,0.495
46.73,0,17,0.204,0.304
159.63,0,28,0.213,0.405
12.93,0,28,0.391,0.799
35.16,0,12,0.163,0.308
8.5,0,24,0.932,0.309
74.99,0,38,0.434,0.926
56.42,0,32,0.955,0.836
25.88,0,39,0.323,0.941
64.83,0,40,0.969,0.645
60.32,0,36,0.199,0.876
450.53,0,22,0.75,0.658
89.06,0,3,0.434,0.803
62.18,0,28,0.925,0.323
74.83,0,24,0.902,0.928
74.48,0,29,0.18,0.857
47.06,0,19,0.01,0.588
80.46,0,25,0.999,0.519
61.65,0,22,0.753,0.795
75.13,0,3,0.114,0.367
55.85,0,38,0.165,0.427
74.97,0,33,0.606,0.769
44.09,0,15,0.153,0.281
9.54,0,39,0.294,0.943
83.49,0,4,0.556,0.973
119.21,0,19,0.808,0.308
7.13,0,0,0.405,0.736
88.58,0,22,0.417,0.396
27.03,0,19,0.329,0.055
74.72,0,36,0.258,0.863
8.06,0,38,0.096,0.869
7.3,0,2,0.632,0.315
6.96,0,0,0.087,0.961
129.17,0,5,0.24,0.764
11.73,1,38,0.427,0.261
100.14,0,29,0.406,0.196
92.14,0,18,0.413,0.439
40.17,0,30,0.067,0.583
53.11,0,32,0.441,0.851
56.79,0,28,0.022,0.158
87.62,0,23,0.711,0.693
328.68,1,38,0.628,0.659
17.62,0,9,0.988,0.313
34.78,0,30,0.375,0.165
46.26,0,19,0.805,0.138
100.96,0,23,0.927,0.727
115.97,0,17,0.443,0.269
49.25,0,0,0.976,0.192
107.11,0,1,0.18,0.974
88.47,0,29,0.529,0.389
55.34,0,32,0.363,0.359
49.09,0,5,0.323,0.119
294.09,0,15,0.517,0.767
47.36,0,2,0.28,0.147
3.63,0,21,0.137,0.425
2.08,0,4,0.304,0.796
67.47,0,16,0.527,0.103
61.18,0,18,0.308,0.816
73.85,0,0,0.572,0.186
56.3,0,27,0.385,0.767
95.6,0,35,0.764,0.555
120.58,1,38,0.95,0.069
15.61,0,7,0.301,0.36
31.91,0,1,0.699,0.986
60.6,0,30,0.224,0.274
60.37,0,29,0.386,0.037
51.02,0,7,0.94,0.92
254.37,0,17,0.153,0.607
188.27,0,27,0.599,0.185
62.0,0,14,0.008,0.727
59.18,0,32,0.072,0.91
107.93,0,15,0.297,0.132
76.41,0,29,0.641,0.237
1081.35,1,38,0.935,0.536
89.46,0,27,0.56,0.824
520.66,0,36,0.336,0.942
4.58,0,32,0.052,0.568
6.79,0,30,0.88,0.634
63.92,0,25,0.66,0.18
776.7,1,38,0.84,0.958
9.18,0,7,0.661,0.977
42.89,0,18,0.533,0.908
59.24,0,32,0.279,0.374
113.23,0,10,0.937,0.907
2.02,0,10,0.25,0.954
98.37,0,5,0.928,0.645
120.85,0,29,0.55,0.425
56.52,0,16,0.147,0.425
64.69,0,1,0.45,0.902
45.53,0,33,0.314,0.823
152.69,0,15,0.449,0.968
52.46,0,19,0.83,0.909
115.65,0,36,0.732,0.133
34.49,0,40,0.827,0.783
8.39,0,30,0.582,0.655
84.54,0,18,0.068,0.086
99.84,0,3,0.075,0.551
166.49,0,1,0.416,0.529
95.82,0,15,0.316,0.812
308.84,1,38,0.674,0.515
99.54,0,36,0.709,0.34
29.04,0,30,0.542,0.302
4.11,0,1,0.707,0.679
42.14,0,7,0.183,0.499
61.63,0,33,0.283,0.755
70.2,0,40,0.534,0.262
17.94,0,19,0.423,0.186
5.0,0,19,0.921,0.399
162.91,0,40,0.95,0.818
75.13,0,25,0.057,0.729
134.14,0,24,0.442,0.312
19.42,0,15,0.963,0.622
27.49,0,21,0.857,0.597
226.41,0,24,0.108,0.211
13.93,0,32,0.22,0.077
8.15,0,28,0.702,0.327
16.04,0,32,0.189,0.939
35.09,0,40,0.829,0.024
36.43,0,24,0.991,0.942
46.13,0,27,0.652,0.513
33.7,0,28,0.017,0.9
66.01,0,22,0.134,0.737
29.05,0,17,0.698,0.38
6.99,0,33,0.428,0.605
5.65,0,40,0.21,0.749
1.95,0,19,0.604,0.779
1033.78,1,38,0.089,0.116
47.81,0,40,0.634,0.485
1.48,0,28,0.021,0.894
529.38,0,37,0.762,0.83
8.16,0,18,0.839,0.051
150.43,0,39,0.822,0.313
4.07,0,24,0.587,0.878
8.75,0,1,0.209,0.957
76.27,0,24,0.463,0.925
29.88,0,31,0.842,0.575
12.04,0,22,0.575,0.652
3.17,0,7,0.492,0.142
211.21,0,18,0.428,0.2
2.92,0,17,0.718,0.328
7.97,0,32,0.431,0.885
61.31,0,40,0.631,0.183
28.28,0,39,0.67,0.517
38.07,0,33,0.176,0.624
3.08,0,27,0.417,0.637
859.46,1,38,0.352,0.454
728.77,1,38,0.27,0.538
2.1,0,39,0.805,0.744
3.17,0,0,0.92,0.258
16.33,0,15,0.224,0.331
50.13,0,22,0.361,0.454
77.89,0,36,0.634,0.239
20.96,1,38,0.42,0.677
11.65,0,15,0.775,0.669
5.61,0,7,0.553,0.454
86.52,0,19,0.339,0.684
80.91,0,38,0.326,0.085
98.87,0,30,0.361,0.657
68.17,0,10,0.178,0.117
72.03,0,36,0.848,0.145
65.01,0,38,0.131,0.787
72.95,0,39,0.01,0.712
51.78,0,30,0.987,0.58
51.16,0,23,0.429,0.84
30.99,0,16,0.105,0.731
5.98,0,2,0.031,0.671
107.42,0,25,0.178,0.498
71.54,0,28,0.736,0.443
69.89,0,19,0.228,0.271
45.31,0,32,0.777,0.188
4.63,0,33,0.496,0.328
56.58,0,40,0.529,0.524
5.14,0,30,0.12,0.537
6.29,0,12,0.262,0.716
9.4,0,39,0.995,0.076
64.61,0,4,0.174,0.8
132.47,0,7,0.648,0.198
60.44,0,38,0.423,0.336
14.63,0,22,0.238,0.651
42.14,0,27,0.946,0.691
1.87,0,14,0.048,0.385
7.29,0,5,0.957,0.83
2.68,0,26,0.736,0.448
13.61,0,30,0.082,0.607
28.06,0,16,0.696,0.093
19.11,0,19,0.546,0.726
4.23,0,15,0.181,0.196
19.41,0,30,0.066,0.462
95.73,0,35,0.233,0.434
2.86,0,39,0.766,0.635
76.34,0,1,0.316,0.919
1.04,0,7,0.97,0.363
150.7,0,22,0.002,0.547
6.17,0,19,0.962,0.226
4.14,0,32,0.877,0.237
30.28,0,10,0.746,0.961
420.65,0,28,0.155,0.734
9.35,0,32,0.014,0.437
63.5,0,31,0.372,0.256
4.76,0,19,0.117,0.087
155.09,0,35,0.932,0.925
53.39,0,17,0.843,0.378
123.61,0,35,0.199,0.635
49.71,0,7,0.962,0.087
67.07,0,23,0.071,0.623
67.25,0,17,0.093,0.75
73.26,0,29,0.775,0.722
117.66,0,7,0.164,0.783
56.92,0,29,0.489,0.425
1.04,0,22,0.48,0.633
13.88,0,38,0.657,0.205
30.42,0,19,0.332,0.985
75.07,0,40,0.461,0.093
15.78,0,24,0.903,0.631
40.62,0,17,0.041,0.857
74.82,0,25,0.558,0.617
136.63,0,33,0.39,0.473
84.16,0,25,0.843,0.942
67.31,0,23,0.138,0.453
6.44,0,19,0.956,0.122
65.98,0,28,0.461,0.725
49.68,0,16,0.866,0.521
14.82,0,5,0.389,0.093
271.98,0,24,0.682,0.086
50.17,0,23,0.917,0.749
125.95,0,38,0.762,0.151
29.06,0,40,0.195,0.643
113.98,0,38,0.632,0.584
62.5,0,14,0.215,0.66
5.96,0,15,0.505,0.935
1.37,0,28,0.638,0.787
2.77,0,0,0.472,0.146
8.08,0,10,0.34,0.278
8.5,0,0,0.587,0.661
61.94,0,39,0.579,0.139
1188.21,0,38,0.133,0.815
33.18,0,27,0.688,0.917
72.7,0,37,0.166,0.71
60.22,0,19,0.551,0.267
9.25,0,9,0.88,0.595
4.87,0,27,0.749,0.393
78.51,0,23,0.896,0.918
31.48,0,38,0.894,0.814
40.14,0,15,0.294,0.826
7.42,0,32,0.121,0.05
30.38,0,26,0.191,0.974
80.63,0,4,0.353,0.356
60.32,0,33,0.447,0.561
144.15,0,17,0.231,0.103
